"Host","Species","Parasite","Cargo","Carrier","Group","dataSet"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Hirundo rustica","Aves","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","arcanobacterium pyogenes","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","ehrlichia chaffeensis","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Helminth","haemonchus contortus","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Helminth","trichostrongylus axei","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","babesia bovis","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","toxoplasma gondii","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Virus","betacoronavirus 1","Homo sapiens","Human","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Hydropotes inermis","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Hypsipetes amaurotis","Aves","cites_Thailand"
"Mammal","Odocoileus virginianus","Virus","betacoronavirus 1","Kobus ellipsiprymnus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","toxoplasma gondii","Lama glama","Domestic Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Virus","bovine viral diarrhea virus 1","Lama glama","Domestic Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Lama pacos","Domestic Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Virus","betacoronavirus 1","Lama pacos","Domestic Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Virus","bovine viral diarrhea virus 1","Lama pacos","Domestic Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Larus argentatus","Aves","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Larus argentatus","Aves","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Larus delawarensis","Aves","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Lemur catta","Primate","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Lepus europaeus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","toxoplasma gondii","Lynx lynx","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Lynx rufus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","toxoplasma gondii","Lynx rufus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Macaca fuscata","Primate","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Macaca mulatta","Primate","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Macaca sylvanus","Primate","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Mandrillus sphinx","Primate","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma marginale","Mazama gouazoupira","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","ehrlichia chaffeensis","Mazama gouazoupira","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","theileria cervi","Mazama gouazoupira","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Virus","epizootic hemorrhagic disease virus","Mazama nana","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Meleagris gallopavo","Domestic Aves","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","toxoplasma gondii","Mephitis mephitis","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Helminth","haemonchus contortus","Meriones unguiculatus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Mesocricetus auratus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Microtus oeconomus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Moschus berezovskii","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Mus musculus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Mus musculus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Mus musculus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","toxoplasma gondii","Mus musculus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Mustela putorius","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Mustela putorius","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Mustela vison","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","toxoplasma gondii","Mustela vison","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Myodes glareolus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Myodes rufocanus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Myodes rutilus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","arcanobacterium pyogenes","Naemorhedus goral","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Neotoma albigula","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Neotoma fuscipes","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Niviventer confucianus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Niviventer coxingi","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Niviventer eha","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma phagocytophilum","Niviventer niviventer","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Nyctereutes procyonoides","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Octodon degus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","anaplasma marginale","Odocoileus hemionus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Helminth","fascioloides magna","Odocoileus hemionus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Helminth","parelaphostrongylus tenuis","Odocoileus hemionus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Helminth","trichostrongylus axei","Odocoileus hemionus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Virus","bluetongue virus","Odocoileus hemionus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Protozoa","giardia intestinalis","Ondatra zibethicus","Rodent","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Ornithorhynchus anatinus","Mammal","cites_Thailand"
"Mammal","Odocoileus virginianus","Bacteria","escherichia coli","Oryctolagus cuniculus","Domestic Mammal","cites_Thailand"
